Date & Time Stamp,SpeedAvg,SpeedMax,DirectionAvg,TemperatureAvg,TemperatureMax,PressureAvg,PressureMax,HumidtyAvg,HumityMax,height
11/19/2016 13:50,7.7,11.9,93,17.2,17.3,791.3,791.8,86.5,89.6,10
11/19/2016 14:00,7.9,11.9,91,17.3,17.6,791.2,791.8,87.8,90.1,10
11/19/2016 14:10,9.4,12.5,91,17.3,17.6,791.0,791.4,86.3,88.1,10
11/19/2016 14:20,9.3,11.9,91,17.5,17.6,791.0,791.4,85.4,88.6,10
11/19/2016 14:30,8.3,12.5,92,17.5,17.6,791.0,791.4,86.3,88.6,10
11/19/2016 14:40,8.3,11.9,92,17.6,17.9,791.0,791.4,84.6,86.5,10
11/19/2016 14:50,9.4,11.9,93,17.6,17.9,791.0,791.4,83.9,86.9,10
11/19/2016 15:00,8.7,11.9,93,17.8,18.1,791.0,791.4,81.7,83.7,10
11/19/2016 15:10,9.2,13.0,91,17.9,18.1,791.0,791.4,81.0,83.5,10
11/19/2016 15:20,9.4,12.5,92,17.8,18.1,791.0,791.4,81.7,84.4,10
11/19/2016 15:30,8.2,11.9,92,17.8,17.9,791.0,791.4,82.6,85.5,10
11/19/2016 15:40,8.4,11.9,91,17.9,18.1,791.0,791.4,79.7,82.4,10
11/19/2016 15:50,7.1,11.0,92,17.8,17.9,791.1,791.4,81.3,83.7,10
11/19/2016 16:00,9.0,11.9,94,17.8,17.9,791.0,791.4,79.0,82.8,10
11/19/2016 16:10,7.6,10.1,94,17.6,17.9,791.0,791.4,83.3,85.5,10
11/19/2016 16:20,7.4,9.3,94,17.5,17.6,791.0,791.4,83.8,85.3,10
11/19/2016 16:30,8.9,11.9,95,17.5,17.6,790.6,791.0,82.5,84.8,10
11/19/2016 16:40,8.5,10.1,94,17.5,17.6,790.6,791.0,84.1,86.9,10
11/19/2016 16:50,7.6,10.1,93,17.3,17.6,790.6,791.0,87.3,88.6,10
11/19/2016 17:00,8.4,10.1,94,17.3,17.3,790.6,791.0,86.7,88.8,10
11/19/2016 17:10,7.5,10.1,93,17.1,17.3,790.6,791.0,90.2,92.0,10
11/19/2016 17:20,7.3,9.3,95,16.9,17.0,790.6,791.0,91.2,92.5,10
11/19/2016 17:30,7.3,8.5,96,16.8,17.0,790.6,791.0,92.8,94.0,10
11/19/2016 17:40,6.7,7.8,96,16.7,16.7,790.6,791.0,94.4,95.6,10
11/19/2016 17:50,6.5,7.2,97,16.6,16.7,790.9,791.0,95.1,95.8,10
11/19/2016 18:00,6.1,7.2,98,16.5,16.7,791.0,791.0,95.4,96.1,10
11/19/2016 18:10,5.8,6.3,98,16.5,16.5,791.0,791.4,95.4,96.4,10
11/19/2016 18:20,5.4,6.3,98,16.5,16.7,791.2,791.4,94.8,95.6,10
11/19/2016 18:30,5.1,5.6,97,16.5,16.7,791.2,791.4,95.5,96.1,10
11/19/2016 18:40,5.3,6.3,97,16.6,16.7,791.2,791.4,94.9,95.8,10
11/19/2016 18:50,5.7,6.3,98,16.8,17.0,791.3,791.8,93.2,94.3,10
11/19/2016 19:00,6.0,6.3,99,16.9,17.0,791.5,791.8,92.1,94.3,10
11/19/2016 19:10,6.2,7.2,100,17.0,17.0,791.8,792.2,89.8,92.0,10
11/19/2016 19:20,6.3,7.2,100,17.1,17.3,791.8,792.2,88.5,90.3,10
11/19/2016 19:30,7.0,7.8,100,17.1,17.3,791.8,792.2,87.4,88.4,10
11/19/2016 19:40,6.9,7.2,100,17.1,17.3,791.9,792.2,87.2,88.1,10
11/19/2016 19:50,6.5,7.2,101,17.1,17.3,791.9,792.2,87.5,91.0,10
11/19/2016 20:00,6.3,7.2,101,17.1,17.3,792.0,792.2,87.3,91.5,10
11/19/2016 20:10,6.0,7.2,100,16.9,17.0,792.1,792.2,89.1,92.5,10
11/19/2016 20:20,6.3,7.2,100,17.1,17.0,792.2,792.2,88.8,89.3,10
11/19/2016 20:30,6.2,7.2,100,17.0,17.0,792.2,792.2,88.1,88.8,10
11/19/2016 20:40,5.9,6.3,100,16.9,17.0,792.2,792.6,88.1,89.6,10
11/19/2016 20:50,5.8,6.3,100,16.9,17.0,792.4,792.6,89.1,91.5,10
11/19/2016 21:00,5.7,6.3,100,16.7,16.7,792.4,792.6,90.5,93.0,10
11/19/2016 21:10,5.8,6.3,101,16.9,17.0,792.5,792.6,89.1,90.1,10
11/19/2016 21:20,5.6,6.3,101,16.9,17.0,792.7,792.6,89.6,90.8,10
11/19/2016 21:30,5.7,6.3,100,16.8,17.0,792.7,793.0,89.8,90.5,10
11/19/2016 21:40,5.9,6.3,99,16.8,17.0,792.7,793.0,90.6,92.0,10
11/19/2016 21:50,5.8,6.3,99,16.6,16.7,792.7,792.6,91.8,92.5,10
11/19/2016 22:00,6.2,7.2,99,16.5,16.7,792.7,792.6,92.1,93.0,10
11/19/2016 22:10,6.7,7.2,100,16.7,16.7,792.6,792.6,90.2,92.5,10
11/19/2016 22:20,6.9,7.8,99,16.9,17.0,792.6,792.6,88.1,90.1,10
11/19/2016 22:30,6.5,7.8,97,16.9,17.0,792.5,792.6,87.2,90.1,10
11/19/2016 22:40,6.1,7.2,96,16.9,17.0,792.4,792.6,86.9,87.6,10
11/19/2016 22:50,6.2,7.2,96,16.9,17.0,792.3,792.6,87.8,88.4,10
11/19/2016 23:00,5.7,6.3,96,16.8,16.7,792.3,792.6,88.7,89.3,10
11/19/2016 23:10,6.1,7.2,96,16.7,16.7,792.2,792.6,89.3,89.8,10
11/19/2016 23:20,6.7,7.8,94,16.7,16.7,792.2,792.2,89.6,90.5,10
11/19/2016 23:30,6.2,7.2,94,16.7,16.7,792.1,792.2,89.9,90.5,10
11/19/2016 23:40,5.8,6.3,95,16.6,16.7,791.9,792.2,90.6,91.3,10
11/19/2016 23:50,5.6,6.3,97,16.5,16.5,791.8,792.2,91.5,93.0,10
11/20/2016 0:00,5.4,6.3,98,16.2,16.5,791.8,792.2,93.3,95.6,10
11/20/2016 0:10,5.7,6.3,98,16.2,16.2,791.8,792.2,93.7,96.4,10
11/20/2016 0:20,6.3,7.2,97,16.2,16.5,791.8,792.2,93.5,95.6,10
11/20/2016 0:30,6.2,7.2,99,16.1,16.2,791.6,791.8,94.9,96.4,10
11/20/2016 0:40,6.0,7.2,99,15.9,16.2,791.3,791.8,97.1,98.7,10
11/20/2016 0:50,6.0,7.2,98,15.8,15.9,791.2,791.4,99.1,100.1,10
11/20/2016 1:00,6.5,7.2,98,15.7,15.6,791.0,791.4,98.7,99.5,10
11/20/2016 1:10,6.7,7.2,98,15.8,15.9,790.9,791.0,98.0,98.7,10
11/20/2016 1:20,6.9,7.8,97,15.8,15.9,790.7,791.0,97.2,97.9,10
11/20/2016 1:30,7.2,8.5,95,16.0,16.2,790.6,791.0,96.8,97.4,10
11/20/2016 1:40,7.2,7.8,96,16.0,15.9,790.6,791.0,97.0,97.7,10
11/20/2016 1:50,7.5,8.5,96,15.8,15.9,790.5,791.0,97.7,98.2,10
11/20/2016 2:00,8.1,9.3,96,15.8,15.9,790.3,790.7,97.7,98.2,10
11/20/2016 2:10,8.7,10.1,95,15.9,15.9,790.1,790.7,97.1,98.5,10
11/20/2016 2:20,8.9,9.3,96,15.9,15.9,790.0,790.7,96.8,97.4,10
11/20/2016 2:30,9.2,10.1,96,15.8,15.9,789.9,790.3,96.8,97.4,10
11/20/2016 2:40,9.4,10.1,96,15.8,15.9,789.8,790.3,96.8,97.1,10
11/20/2016 2:50,9.8,11.0,95,15.8,15.9,789.8,790.3,97.1,97.7,10
11/20/2016 3:00,10.4,11.0,94,15.8,15.9,789.7,790.3,97.1,97.4,10
11/20/2016 3:10,11.3,12.5,95,16.0,16.2,789.7,790.3,95.7,97.1,10
11/20/2016 3:20,11.8,12.5,95,16.1,16.2,789.7,790.3,94.9,95.3,10
11/20/2016 3:30,12.0,13.0,95,16.0,16.2,789.7,790.3,95.5,96.4,10
11/20/2016 3:40,12.6,14.2,95,16.1,16.2,789.7,790.3,93.7,95.8,10
11/20/2016 3:50,12.9,14.8,96,16.2,16.2,789.6,790.3,90.5,93.3,10
11/20/2016 4:00,12.2,14.8,96,16.1,16.2,789.7,790.3,91.0,93.5,10
11/20/2016 4:10,12.9,15.4,96,16.0,16.2,789.6,790.3,91.9,93.8,10
11/20/2016 4:20,12.6,14.8,96,15.9,15.9,789.6,790.3,92.5,94.0,10
11/20/2016 4:30,13.8,16.8,95,16.1,16.2,789.4,790.3,89.6,92.5,10
11/20/2016 4:40,13.5,16.1,94,16.2,16.5,789.6,790.3,88.5,91.0,10
11/20/2016 4:50,13.5,16.1,95,16.1,16.2,789.6,790.7,89.0,91.0,10
11/20/2016 5:00,14.1,16.8,94,16.1,16.2,789.5,790.3,88.2,90.1,10
11/20/2016 5:10,13.8,16.1,95,16.0,16.2,789.6,790.3,88.5,90.5,10
11/20/2016 5:20,13.7,16.1,94,16.0,16.2,789.6,790.3,88.4,90.1,10
11/20/2016 5:30,13.4,16.1,95,16.0,16.2,789.7,790.3,88.4,89.6,10
11/20/2016 5:40,13.2,15.4,95,16.0,15.9,789.8,790.7,88.7,89.8,10
11/20/2016 5:50,12.7,15.4,95,15.9,15.9,789.9,790.7,88.8,90.1,10
11/20/2016 6:00,12.8,15.4,96,16.0,16.2,790.1,790.7,88.3,89.8,10
11/20/2016 6:10,12.3,15.4,95,15.9,15.9,790.2,791.0,88.6,89.8,10
11/20/2016 6:20,12.2,15.4,95,15.9,15.9,790.4,791.0,88.5,89.6,10
11/20/2016 6:30,12.0,14.8,95,15.8,15.9,790.5,791.0,88.5,89.8,10
11/20/2016 6:40,11.8,15.4,95,15.9,15.9,790.6,791.0,87.7,89.1,10
11/20/2016 6:50,11.4,14.8,95,15.9,15.9,790.8,791.0,87.4,88.8,10
11/20/2016 7:00,11.7,14.8,94,15.9,15.9,790.9,791.4,86.9,88.1,10
11/20/2016 7:10,12.2,14.8,94,16.0,16.2,791.0,791.4,85.6,86.9,10
11/20/2016 7:20,12.4,15.4,93,16.0,16.2,791.1,791.8,84.8,86.2,10
11/20/2016 7:30,12.1,14.8,93,16.0,16.2,791.3,791.8,84.3,86.0,10
11/20/2016 7:40,12.4,14.8,94,16.0,16.2,791.4,791.8,84.0,86.0,10
11/20/2016 7:50,12.0,14.2,93,16.0,16.2,791.7,792.2,84.6,86.2,10
11/20/2016 8:00,12.1,14.2,93,16.2,16.2,791.8,792.2,84.3,85.8,10
11/20/2016 8:10,11.9,14.8,93,16.2,16.5,791.9,792.6,84.2,85.5,10
11/20/2016 8:20,11.3,14.8,92,16.3,16.5,792.0,792.6,84.2,85.8,10
11/20/2016 8:30,11.7,14.8,92,16.4,16.5,792.0,792.6,83.9,86.0,10
11/20/2016 8:40,11.5,14.8,91,16.4,16.5,792.0,792.6,84.8,86.5,10
11/20/2016 8:50,9.8,13.0,92,16.4,16.5,792.1,792.6,87.2,89.3,10
11/20/2016 9:00,10.4,14.2,92,16.7,17.0,792.1,792.6,85.9,89.1,10
11/20/2016 9:10,9.5,12.5,93,16.9,17.0,792.2,792.6,85.3,89.1,10
11/20/2016 9:20,9.0,13.0,93,16.9,17.3,792.3,792.6,84.9,87.6,10
11/20/2016 9:30,9.5,12.5,93,17.2,17.3,792.4,792.6,82.5,86.5,10
11/20/2016 9:40,10.3,14.2,93,17.1,17.3,792.3,792.6,81.7,83.3,10
11/20/2016 9:50,10.6,14.2,95,17.2,17.3,792.3,792.6,81.1,83.0,10
11/20/2016 10:00,10.6,14.2,93,17.4,17.6,792.4,793.0,78.9,82.1,10
11/20/2016 10:10,9.0,12.5,92,17.6,17.9,792.6,793.0,79.7,82.1,10
11/20/2016 10:20,8.3,11.9,92,17.8,17.9,792.7,793.0,78.1,80.4,10
11/20/2016 10:30,8.5,13.0,92,18.0,18.1,792.7,793.0,76.3,79.5,10
11/20/2016 10:40,7.9,11.9,92,18.2,18.4,792.9,793.0,75.7,77.6,10
11/20/2016 10:50,7.5,11.9,91,18.4,18.7,793.1,793.7,74.5,76.5,10
11/20/2016 11:00,9.0,14.2,92,18.1,18.4,792.9,793.0,74.5,77.0,10
11/20/2016 11:10,8.3,13.0,91,18.1,18.4,792.7,793.0,76.7,78.2,10
11/20/2016 11:20,9.3,12.5,92,18.0,18.1,792.6,792.6,76.8,78.4,10
11/20/2016 11:30,8.7,14.2,91,18.1,18.1,792.5,793.0,77.5,79.7,10
11/20/2016 11:40,8.5,13.0,91,18.3,18.7,792.4,792.6,75.8,79.1,10
11/20/2016 11:50,10.2,13.0,95,18.1,18.1,792.2,792.6,74.2,77.8,10
11/20/2016 12:00,8.5,11.9,94,18.2,18.4,792.2,792.6,75.3,77.6,10
11/20/2016 12:10,7.7,10.1,95,18.4,18.7,792.2,792.6,76.0,78.2,10
11/20/2016 12:20,6.7,11.0,92,18.8,19.0,792.3,792.6,73.4,76.1,10
11/20/2016 12:30,7.2,11.9,93,18.6,19.0,792.2,792.6,73.4,75.7,10
11/20/2016 12:40,7.7,11.9,95,18.7,19.0,792.1,792.6,72.2,75.1,10
11/20/2016 12:50,8.7,11.0,96,18.6,18.7,791.8,792.2,71.8,74.7,10
11/20/2016 13:00,8.0,13.0,93,18.8,19.3,791.7,792.2,68.5,72.3,10
11/20/2016 13:10,8.7,13.0,91,19.3,19.6,791.8,792.2,59.6,67.0,10
11/20/2016 13:20,8.5,12.5,91,19.3,19.6,791.8,792.2,59.7,62.6,10
11/20/2016 13:30,7.5,12.5,92,19.4,19.6,791.7,792.2,62.5,64.4,10
11/20/2016 13:40,7.7,10.1,94,19.3,19.6,791.6,792.2,61.9,64.2,10
11/20/2016 13:50,7.0,10.1,92,19.5,19.6,791.6,791.8,64.1,66.1,10
11/20/2016 14:00,6.1,10.1,94,19.7,19.8,791.8,791.8,64.4,66.3,10
11/20/2016 14:10,8.7,11.0,97,19.3,19.6,791.2,791.8,63.2,66.1,10
11/20/2016 14:20,8.0,11.0,97,19.3,19.6,791.2,791.4,65.7,68.0,10
11/20/2016 14:30,7.9,10.1,95,19.2,19.6,791.2,791.4,67.9,70.4,10
11/20/2016 14:40,7.8,11.0,96,19.3,19.6,791.0,791.4,64.9,66.9,10
11/20/2016 14:50,8.4,11.9,92,19.4,19.6,790.9,791.4,64.5,66.7,10
11/20/2016 15:00,6.4,10.1,90,19.3,19.6,790.9,791.4,63.2,65.6,10
11/20/2016 15:10,5.6,9.3,88,19.7,19.8,791.3,791.8,63.2,64.9,10
11/20/2016 15:20,5.4,9.3,88,19.9,20.1,791.4,791.8,65.2,66.1,10
11/20/2016 15:30,7.0,9.3,88,19.6,20.1,791.3,791.8,66.0,68.9,10
11/20/2016 15:40,6.0,8.5,85,19.3,19.6,791.0,791.4,69.4,71.9,10
11/20/2016 15:50,6.4,9.3,87,19.1,19.3,790.7,791.0,69.6,71.2,10
11/20/2016 16:00,6.8,8.5,90,19.0,19.3,790.7,791.0,70.6,72.1,10
11/20/2016 16:10,7.1,9.3,85,18.8,19.0,790.6,791.0,72.6,76.1,10
11/20/2016 16:20,5.6,8.5,83,18.6,18.7,790.5,790.7,77.2,80.4,10
11/20/2016 16:30,4.7,7.2,82,18.3,18.4,790.4,790.7,82.0,84.4,10
11/20/2016 16:40,5.6,7.8,82,17.9,18.1,790.3,790.7,84.7,86.7,10
11/20/2016 16:50,6.6,7.8,81,18.1,18.4,790.1,790.7,80.9,85.8,10
11/20/2016 17:00,7.2,8.5,81,18.3,18.7,790.2,790.7,74.9,81.2,10
11/20/2016 17:10,6.5,9.3,82,18.3,18.4,790.5,790.7,76.0,80.2,10
11/20/2016 17:20,5.9,7.8,82,18.3,18.4,790.6,791.0,77.0,80.2,10
11/20/2016 17:30,7.1,8.5,83,18.2,18.4,790.5,790.7,77.0,81.2,10
11/20/2016 17:40,7.8,9.3,86,18.3,18.4,790.1,790.7,75.8,80.6,10
11/20/2016 17:50,7.1,9.3,87,18.3,18.4,790.3,790.7,74.7,77.6,10
11/20/2016 18:00,6.6,8.5,87,18.3,18.4,790.6,791.0,75.0,77.2,10
11/20/2016 18:10,5.8,7.2,87,18.3,18.4,790.7,791.0,74.3,76.1,10
11/20/2016 18:20,5.9,7.2,88,18.3,18.4,790.9,791.0,74.1,76.3,10
11/20/2016 18:30,6.4,7.8,89,18.2,18.4,791.0,791.4,74.7,76.3,10
11/20/2016 18:40,4.8,7.2,92,18.0,18.4,791.1,791.4,77.5,83.7,10
11/20/2016 18:50,3.9,6.3,89,17.7,17.9,791.3,791.8,79.7,83.5,10
11/20/2016 19:00,3.9,5.6,84,17.8,17.9,791.4,791.8,79.2,80.6,10
11/20/2016 19:10,3.3,5.6,83,17.8,17.9,791.8,792.2,79.0,80.6,10
11/20/2016 19:20,3.1,4.7,89,17.9,17.9,791.8,792.2,79.1,80.8,10
11/20/2016 19:30,2.6,4.0,87,17.8,17.9,792.0,792.2,79.3,80.4,10
11/20/2016 19:40,2.5,4.0,86,17.8,17.9,792.2,792.2,79.6,80.8,10
11/20/2016 19:50,3.9,5.6,85,17.9,18.4,792.1,792.2,78.2,80.2,10
11/20/2016 20:00,4.0,4.7,90,18.4,18.7,792.2,792.6,75.4,76.5,10
11/20/2016 20:10,2.2,3.3,93,17.8,18.4,792.4,792.6,80.3,84.6,10
11/20/2016 20:20,1.5,2.5,91,17.0,17.3,792.2,792.6,85.2,85.8,10
11/20/2016 20:30,2.5,3.3,88,17.4,17.9,792.2,792.6,81.3,84.8,10
11/20/2016 20:40,2.1,3.3,93,17.5,17.9,792.5,792.6,85.8,92.0,10
11/20/2016 20:50,0.7,1.7,79,16.6,17.0,792.3,792.6,89.4,91.8,10
11/20/2016 21:00,1.7,3.3,103,16.6,17.0,792.3,792.6,89.1,92.8,10
11/20/2016 21:10,3.1,4.0,95,17.9,18.1,792.3,792.6,81.1,84.4,10
11/20/2016 21:20,3.1,4.7,96,18.1,18.1,792.3,792.6,79.7,81.0,10
11/20/2016 21:30,0.6,2.5,103,17.6,18.1,792.4,792.6,83.0,86.9,10
11/20/2016 21:40,0.3,1.7,115,17.0,17.3,792.2,792.2,85.7,88.4,10
11/20/2016 21:50,1.4,2.5,104,17.1,17.6,792.2,792.6,84.8,89.8,10
11/20/2016 22:00,1.2,2.5,100,17.4,17.6,792.4,792.6,84.7,89.8,10
11/20/2016 22:10,1.1,2.5,95,17.5,17.6,792.4,792.6,83.0,87.2,10
11/20/2016 22:20,2.3,3.3,94,18.0,18.1,792.3,792.6,78.6,82.4,10
11/20/2016 22:30,2.4,4.0,102,18.1,18.1,792.4,792.6,79.1,81.7,10
11/20/2016 22:40,1.1,1.7,110,17.5,17.9,792.3,792.6,82.7,83.7,10
11/20/2016 22:50,1.3,3.3,88,17.4,17.6,792.2,792.6,82.7,86.0,10
11/20/2016 23:00,1.2,3.3,76,17.2,17.3,792.2,792.2,83.9,92.5,10
11/20/2016 23:10,0.9,4.0,108,17.2,17.3,792.0,792.2,84.7,88.6,10
11/20/2016 23:20,1.7,4.0,110,16.7,17.0,791.8,792.2,87.6,92.3,10
11/20/2016 23:30,2.9,4.7,114,16.2,16.7,791.4,791.8,90.8,95.3,10
11/20/2016 23:40,1.8,4.0,111,16.2,16.5,791.7,791.8,89.6,93.8,10
11/20/2016 23:50,2.3,4.0,114,16.5,16.5,791.7,791.8,89.9,93.8,10
11/21/2016 0:00,1.0,3.3,96,16.7,17.0,791.4,791.8,85.2,89.8,10
11/21/2016 0:10,2.7,5.6,84,17.0,17.6,791.4,791.8,86.5,93.8,10
11/21/2016 0:20,3.7,4.7,118,15.9,16.2,791.3,791.8,93.0,95.6,10
11/21/2016 0:30,4.6,5.6,118,15.7,15.9,791.1,791.4,96.2,97.7,10
11/21/2016 0:40,3.1,4.7,110,15.4,15.6,791.2,791.4,97.3,97.9,10
11/21/2016 0:50,3.3,4.7,123,15.4,15.6,791.3,791.8,97.1,98.5,10
11/21/2016 1:00,2.8,4.0,108,15.4,15.6,791.3,791.8,98.1,99.0,10
11/21/2016 1:10,3.7,5.6,118,15.6,15.9,791.3,791.4,97.8,99.3,10
11/21/2016 1:20,3.6,5.6,120,16.3,16.7,791.4,791.8,92.1,96.6,10
11/21/2016 1:30,3.7,5.6,120,15.6,15.9,791.4,791.8,97.3,98.5,10
11/21/2016 1:40,3.9,5.6,120,15.5,15.6,791.3,791.8,97.7,98.5,10
11/21/2016 1:50,4.0,5.6,121,15.4,15.6,791.2,791.4,98.7,99.3,10
11/21/2016 2:00,2.4,4.0,114,15.4,15.3,791.0,791.4,98.9,99.5,10
11/21/2016 2:10,2.4,4.7,121,15.6,15.6,790.9,791.0,95.8,98.7,10
11/21/2016 2:20,3.5,5.6,110,15.6,15.6,791.0,791.4,97.7,98.5,10
11/21/2016 2:30,2.2,4.0,90,15.6,15.6,791.0,791.4,98.1,99.3,10
11/21/2016 2:40,2.7,4.0,118,15.6,15.6,790.9,791.0,99.1,99.5,10
11/21/2016 2:50,1.7,7.8,93,15.3,15.3,790.8,791.0,99.0,99.5,10
11/21/2016 3:00,9.6,16.1,57,14.3,15.3,790.4,791.0,98.0,99.5,10
11/21/2016 3:10,14.4,21.7,74,12.1,13.4,788.9,789.9,97.3,98.7,10
11/21/2016 3:20,7.8,15.4,70,12.4,12.9,790.3,791.0,97.7,98.7,10
11/21/2016 3:30,5.4,7.2,70,12.8,13.4,789.9,790.7,97.3,99.3,10
11/21/2016 3:40,6.2,8.5,51,13.4,14.0,789.9,790.7,95.5,100.4,10
11/21/2016 3:50,5.2,8.5,45,13.0,13.7,789.5,790.3,95.1,100.4,10
11/21/2016 4:00,6.8,9.3,37,13.8,15.1,790.3,791.0,96.2,98.5,10
11/21/2016 4:10,8.9,10.1,34,15.1,15.3,789.7,790.7,93.7,96.4,10
11/21/2016 4:20,9.1,11.0,34,15.3,15.9,789.5,790.7,92.3,95.8,10
11/21/2016 4:30,9.7,12.5,44,15.6,15.9,790.0,790.7,93.2,94.3,10
11/21/2016 4:40,7.6,10.1,59,15.4,16.2,790.3,791.0,92.8,94.5,10
11/21/2016 4:50,6.4,9.3,68,15.3,16.2,790.2,791.0,90.8,93.5,10
11/21/2016 5:00,4.3,6.3,67,14.1,14.8,790.2,790.7,95.9,97.7,10
11/21/2016 5:10,4.7,6.3,73,13.2,14.0,790.2,790.7,98.3,100.4,10
11/21/2016 5:20,5.1,7.2,67,14.5,15.1,790.5,790.7,99.1,100.4,10
11/21/2016 5:30,5.4,7.2,61,15.2,15.6,790.6,791.0,96.3,98.2,10
11/21/2016 5:40,6.1,7.2,58,15.9,15.9,790.6,791.0,92.2,94.0,10
11/21/2016 5:50,7.1,8.5,57,16.0,16.2,790.6,791.0,89.5,90.5,10
11/21/2016 6:00,8.3,9.3,59,16.3,16.5,790.6,791.0,87.9,100.4,10
11/21/2016 6:10,10.1,11.0,60,16.6,16.7,790.7,791.0,84.8,87.2,10
11/21/2016 6:20,10.6,11.9,59,16.7,16.7,791.0,791.4,83.0,85.5,10
11/21/2016 6:30,9.9,11.0,60,16.7,16.7,791.3,791.8,82.5,83.9,10
11/21/2016 6:40,9.5,11.0,58,16.7,16.7,791.4,791.8,83.4,85.1,10
11/21/2016 6:50,9.7,11.0,57,16.7,16.7,791.4,791.8,81.5,83.5,10
11/21/2016 7:00,9.7,11.0,55,16.7,16.7,791.6,791.8,81.5,85.3,10
11/21/2016 7:10,9.8,11.0,55,16.6,16.7,791.7,792.2,82.0,85.1,10
11/21/2016 7:20,10.2,11.9,56,16.8,17.0,791.9,792.2,81.5,86.2,10
11/21/2016 7:30,10.5,11.9,55,17.0,17.0,792.1,792.6,77.9,83.3,10
11/21/2016 7:40,9.7,11.9,56,16.9,17.0,792.4,792.6,77.3,80.6,10
11/21/2016 7:50,9.3,11.9,57,16.7,16.7,792.6,792.6,78.6,82.1,10
11/21/2016 8:00,8.6,11.0,57,16.7,16.7,792.7,792.6,78.0,80.6,10
11/21/2016 8:10,8.9,12.5,56,16.8,17.0,792.7,793.0,76.2,79.9,10
11/21/2016 8:20,8.1,11.9,54,17.1,17.3,792.9,793.0,73.3,76.3,10
11/21/2016 8:30,9.3,11.9,54,17.2,17.6,792.9,793.0,71.4,74.9,10
11/21/2016 8:40,9.1,11.9,54,17.1,17.3,792.9,793.0,72.7,75.7,10
11/21/2016 8:50,9.7,12.5,57,17.1,17.3,792.9,793.0,71.5,74.5,10
11/21/2016 9:00,9.5,11.9,56,17.1,17.3,792.8,793.0,71.6,76.1,10
11/21/2016 9:10,9.7,12.5,57,17.1,17.3,792.7,793.0,70.7,74.1,10
11/21/2016 9:20,9.2,12.5,56,17.2,17.6,792.7,793.0,68.4,73.1,10
11/21/2016 9:30,8.7,12.5,55,17.2,17.3,792.6,792.6,68.3,72.3,10
11/21/2016 9:40,9.4,13.0,56,17.3,17.6,792.6,792.6,66.6,71.2,10
11/21/2016 9:50,8.7,11.9,56,17.4,17.6,792.6,793.0,66.4,70.0,10
11/21/2016 10:00,7.5,10.1,56,17.4,17.6,792.7,793.0,67.7,70.8,10
11/21/2016 10:10,7.3,11.9,55,17.6,17.9,792.8,793.0,66.6,71.2,10
11/21/2016 10:20,7.1,11.0,55,17.7,17.9,793.1,793.7,66.5,70.0,10
11/21/2016 10:30,6.5,8.5,60,17.8,18.1,793.2,793.7,67.4,70.2,10
11/21/2016 10:40,6.7,9.3,66,18.0,18.1,793.5,793.7,66.2,70.4,10
11/21/2016 10:50,7.0,10.1,65,18.0,18.1,793.5,793.7,63.2,66.5,10
11/21/2016 11:00,6.4,8.5,66,18.0,18.1,793.6,794.1,62.5,65.6,10
11/21/2016 11:10,6.1,8.5,67,18.0,18.1,793.6,794.1,62.9,65.4,10
11/21/2016 11:20,4.6,7.2,66,18.1,18.1,793.6,794.1,64.9,67.0,10
11/21/2016 11:30,5.1,8.5,62,18.2,18.4,793.6,794.1,64.2,67.6,10
11/21/2016 11:40,6.2,8.5,62,18.2,18.4,793.5,794.1,62.3,67.4,10
11/21/2016 11:50,5.9,7.8,63,18.3,18.4,793.3,793.7,63.5,67.2,10
11/21/2016 12:00,5.6,8.5,65,18.4,18.7,793.2,793.7,64.1,68.1,10
11/21/2016 12:10,6.1,8.5,65,18.4,18.7,793.1,793.7,63.2,67.2,10
11/21/2016 12:20,5.2,7.2,64,18.4,18.7,793.0,793.0,64.3,66.9,10
11/21/2016 12:30,5.1,7.2,63,18.5,18.7,792.9,793.0,64.5,66.7,10
11/21/2016 12:40,6.1,7.8,64,18.4,18.7,792.7,793.0,64.4,66.5,10
11/21/2016 12:50,5.3,7.2,64,18.4,18.4,792.7,793.0,65.3,68.7,10
11/21/2016 13:00,5.1,6.3,65,18.5,18.7,792.7,793.0,64.9,68.3,10
11/21/2016 13:10,5.2,7.2,65,18.7,18.7,792.7,793.0,64.4,67.2,10
11/21/2016 13:20,5.0,7.2,65,18.7,19.0,792.7,792.6,64.4,66.3,10
11/21/2016 13:30,5.2,7.8,68,18.7,18.7,792.5,792.6,63.9,65.4,10
11/21/2016 13:40,4.6,6.3,65,18.7,19.0,792.3,792.6,66.0,67.6,10
11/21/2016 13:50,4.7,7.2,64,18.7,19.0,792.2,792.6,66.4,67.8,10
11/21/2016 14:00,4.1,6.3,65,18.8,19.0,792.2,792.2,67.2,68.5,10
11/21/2016 14:10,4.2,6.3,63,18.9,19.0,792.2,792.6,67.0,68.9,10
11/21/2016 14:20,3.3,5.6,63,19.1,19.3,792.2,792.2,66.9,68.5,10
11/21/2016 14:30,3.6,6.3,65,19.3,19.6,792.3,792.6,67.2,69.4,10
11/21/2016 14:40,4.3,7.2,63,19.1,19.3,792.2,792.6,67.9,73.1,10
11/21/2016 14:50,5.0,7.2,68,18.9,19.0,791.9,792.2,72.4,79.7,10
11/21/2016 15:00,4.4,7.2,71,18.6,18.7,791.6,791.8,80.3,85.8,10
